cod_materia;cod_oferta;turma;vagas_oferecidas;periodo;matricula_professor;cod_disciplina
648260;648260D 20181;D ;0;20181;1101064;648260
648261;648261P 20181;P ;0;20181;1014561;648261
648262;648262Q 20181;Q ;0;20181;1100874;648262
648263;648263Z 20181;Z ;0;20181;1027433;648263
648264;648264ZA20181;ZA;0;20181;1066234;648264
648265;648265F 20181;F ;0;20181;1009371;648265
648266;648266W 20181;W ;0;20181;1027387;648266
648267;648267M 20181;M ;0;20181;149934;648267
648268;648268ZV20181;ZV;0;20181;991899;648268
648269;648269ZC20181;ZC;0;20181;149985;648269
648270;648270N 20181;N ;0;20181;1064410;648270
648271;648271V 20181;V ;0;20181;1036769;648271
648272;648272E 20181;E ;0;20181;739022;648272
648273;648273I 20181;I ;0;20181;1064061;648273
648274;648274S 20181;S ;0;20181;1106082;648274
648275;648275O 20181;O ;0;20181;1079981;648275
648276;648276X 20181;X ;0;20181;1076744;648276
648277;648277T 20181;T ;0;20181;1105990;648277
648278;648278B 20181;B ;0;20181;1037251;648278
648279;648279ZS20181;ZS;0;20181;309745;648279
648280;648280L 20181;L ;0;20181;1002643;648280
648281;648281ZU20181;ZU;0;20181;1037382;648281
648282;648282ZM20181;ZM;0;20181;1101048;648282
648283;648283A 20181;A ;40;20181;1044257;648283
648284;648284A 20181;A ;40;20181;1059572;648284
648285;648285D 20181;D ;43;20181;1104560;648285
648286;648286E 20181;E ;40;20181;1098489;648286
648287;648287F 20181;F ;35;20181;1084062;648287
648288;648288U 20181;U ;0;20181;152056;648288
648289;648289ZP20181;ZP;0;20181;1016156;648289
648290;648290E 20181;E ;0;20181;124974;648290
648291;648291F 20181;F ;0;20181;117277;648291
648292;648292A 20181;A ;45;20181;1047515;648292
648293;648293L 20181;L ;0;20181;1034791;648293
648294;648294A 20181;A ;40;20181;1052764;648294
648295;648295A 20181;A ;32;20181;1096290;648295
648296;648296B 20181;B ;45;20181;150266;648296
648297;648297A 20181;A ;45;20181;1049739;648297
648298;648298B 20181;B ;40;20181;1063928;648298
648299;648299A 20181;A ;40;20181;957291;648299
648300;648300C 20181;C ;66;20181;1043404;648300
648301;648301D 20181;D ;60;20181;1102303;648301
648302;648302A 20181;A ;0;20181;1099906;648302
648303;648303B 20181;B ;0;20181;1099906;648303
648304;648304A 20181;A ;55;20181;1102401;648304
648305;648305A 20181;A ;40;20181;1025317;648305
648306;648306A 20181;A ;70;20181;1107241;648306
648307;648307B 20181;B ;60;20181;1009371;648307
648308;648308A 20181;A ;0;20181;867641;648308
648309;648309D 20181;D ;0;20181;140066;648309
648310;648310C 20181;C ;10;20181;1027328;648310
648311;648311B 20181;B ;50;20181;1036823;648311
648312;648312C 20181;C ;50;20181;1097741;648312
648314;648314A 20181;A ;40;20181;986593;648314
648315;648315A 20181;A ;35;20181;1064444;648315
648316;648316A 20181;A ;50;20181;128767;648316
648318;648318ZD20181;ZD;0;20181;1039211;648318
648319;648319T 20181;T ;0;20181;1097652;648319
648320;648320E 20181;E ;0;20181;151301;648320
648321;648321A 20181;A ;40;20181;1075012;648321
648322;648322B 20181;B ;60;20181;1078127;648322
648323;648323A 20181;A ;24;20181;997315;648323
648324;648324B 20181;B ;24;20181;997315;648324
648325;648325B 20181;B ;35;20181;149217;648325
648327;648327C 20181;C ;35;20181;1079280;648327
648328;648328D 20181;D ;10;20181;700207;648328
648329;648329C 20181;C ;10;20181;700207;648329
648330;648330E 20181;E ;5;20181;151963;648330
648331;648331F 20181;F ;5;20181;151963;648331
648332;648332G 20181;G ;0;20181;700207;648332
648333;648333E 20181;E ;5;20181;151963;648333
648334;648334F 20181;F ;5;20181;151963;648334
648335;648335C 20181;C ;5;20181;700207;648335
648336;648336D 20181;D ;5;20181;700207;648336
648337;648337G 20181;G ;0;20181;700207;648337
648338;648338A 20181;A ;50;20181;1097652;648338
648339;648339A 20181;A ;65;20181;1042424;648339
648340;648340A 20181;A ;40;20181;1013645;648340
648341;648341A 20181;A ;0;20181;1034316;648341
648342;648342B 20181;B ;0;20181;1064231;648342
648343;648343A 20181;A ;0;20181;954632;648343
648344;648344A 20181;A ;0;20181;954632;648344
648345;648345A 20181;A ;48;20181;1066129;648345
648346;648346A 20181;A ;21;20181;1036157;648346
648347;648347A 20181;A ;40;20181;1096770;648347
648348;648348A 20181;A ;26;20181;1016580;648348
648349;648349A 20181;A ;65;20181;1064223;648349
648350;648350B 20181;B ;65;20181;1043579;648350
648351;648351A 20181;A ;50;20181;1098926;648351
648352;648352A 20181;A ;0;20181;1064096;648352
648353;648353A 20181;A ;30;20181;1017403;648353
648354;648354A 20181;A ;44;20181;1017641;648354
648355;648355B 20181;B ;35;20181;1017641;648355
648356;648356G 20181;G ;0;20181;763934;648356
648357;648357H 20181;H ;0;20181;1094301;648357
648358;648358K 20181;K ;0;20181;1039253;648358
648359;648359L 20181;L ;0;20181;145114;648359
648360;648360M 20181;M ;0;20181;1008480;648360
648361;648361S 20181;S ;0;20181;1035797;648361
648362;648362N 20181;N ;0;20181;202991;648362
648363;648363O 20181;O ;0;20181;151858;648363
648364;648364A 20181;A ;0;20181;68837;648364
648365;648365F 20181;F ;0;20181;780006;648365
648366;648366W 20181;W ;0;20181;1035428;648366
648367;648367I 20181;I ;0;20181;149055;648367
648368;648368AA20181;AA;0;20181;1057120;648368
648369;648369EE20181;EE;0;20181;309257;648369
648370;648370B 20181;B ;0;20181;151807;648370
648371;648371C 20181;C ;0;20181;991171;648371
648372;648372D 20181;D ;0;20181;44873;648372
648373;648373DD20181;DD;0;20181;1062930;648373
648374;648374A 20181;A ;50;20181;123897;648374
648375;648375A 20181;A ;0;20181;148318;648375
648376;648376A 20181;A ;0;20181;1008854;648376
648377;648377A 20181;A ;30;20181;1034847;648377
648378;648378A 20181;A ;50;20181;974013;648378
648379;648379A 20181;A ;30;20181;987646;648379
648380;648380E 20181;E ;20;20181;54747;648380
648381;648381A 20181;A ;25;20181;1101901;648381
648383;648383J 20181;J ;0;20181;1036378;648383
648384;648384H 20181;H ;0;20181;139629;648384
648385;648385P 20181;P ;0;20181;995967;648385
648386;648386A 20181;A ;0;20181;1047949;648386
648387;648387U 20181;U ;0;20181;4731;648387
648388;648388T 20181;T ;0;20181;1064941;648388
648389;648389AA20181;AA;0;20181;1017608;648389
648390;648390DD20181;DD;0;20181;134902;648390
648391;648391G 20181;G ;0;20181;1005618;648391
648392;648392V 20181;V ;0;20181;146242;648392
648393;648393CC20181;CC;0;20181;1097857;648393
648394;648394O 20181;O ;0;20181;1064177;648394
648395;648395Y 20181;Y ;0;20181;1043145;648395
648396;648396BB20181;BB;0;20181;1017781;648396
648397;648397I 20181;I ;0;20181;1012410;648397
648398;648398X 20181;X ;0;20181;1013939;648398
648399;648399EE20181;EE;0;20181;1074661;648399
648400;648400F 20181;F ;0;20181;1010221;648400
648401;648401Q 20181;Q ;0;20181;137693;648401
648402;648402Z 20181;Z ;0;20181;995606;648402
648403;648403M 20181;M ;0;20181;1013998;648403
648404;648404N 20181;N ;0;20181;122262;648404
648405;648405E 20181;E ;0;20181;148296;648405
648406;648406B 20181;B ;0;20181;994961;648406
648407;648407R 20181;R ;0;20181;1037374;648407
648408;648408C 20181;C ;0;20181;135054;648408
648409;648409MM20181;MM;0;20181;1063090;648409
648410;648410S 20181;S ;0;20181;152498;648410
648411;648411W 20181;W ;0;20181;152552;648411
648412;648412K 20181;K ;0;20181;131652;648412
648413;648413D 20181;D ;0;20181;1042475;648413
648414;648414L 20181;L ;0;20181;1045598;648414
648415;648415A 20181;A ;30;20181;1034499;648415
648416;648416A 20181;A ;45;20181;1022679;648416
648417;648417A 20181;A ;22;20181;1045831;648417
648418;648418AD20181;AD;0;20181;1045202;648418
648419;648419AE20181;AE;0;20181;1086324;648419
648420;648420AF20181;AF;0;20181;1086324;648420
648421;648421A 20181;A ;12;20181;149195;648421
648422;648422B 20181;B ;12;20181;149195;648422
648424;648424B 20181;B ;0;20181;150509;648424
648425;648425A 20181;A ;25;20181;1033824;648425
648426;648426A 20181;A ;0;20181;1064096;648426
648427;648427B 20181;B ;0;20181;1079891;648427
648428;648428A 20181;A ;0;20181;149951;648428
648429;648429A 20181;A ;40;20181;1045083;648429
648430;648430B 20181;B ;40;20181;151904;648430
648431;648431A 20181;A ;35;20181;1036238;648431
648432;648432B 20181;B ;35;20181;1092278;648432
648433;648433B 20181;B ;10;20181;1060651;648433
648434;648434A 20181;A ;10;20181;748358;648434
648435;648435E 20181;E ;61;20181;1061623;648435
648436;648436A 20181;A ;60;20181;1030981;648436
648437;648437B 20181;B ;60;20181;1030981;648437
648438;648438C 20181;C ;62;20181;1061003;648438
648439;648439D 20181;D ;63;20181;1061003;648439
648440;648440A 20181;A ;60;20181;1061623;648440
648441;648441A 20181;A ;20;20181;1104586;648441
648442;648442B 20181;B ;20;20181;1104586;648442
648443;648443A 20181;A ;31;20181;1017641;648443
648444;648444A 20181;A ;30;20181;1027689;648444
648445;648445A 20181;A ;40;20181;1104560;648445
648446;648446B 20181;B ;30;20181;1104560;648446
648447;648447A 20181;A ;0;20181;146081;648447
648448;648448A 20181;A ;40;20181;1089676;648448
648449;648449B 20181;B ;0;20181;1027735;648449
648450;648450A 20181;A ;0;20181;121754;648450
648451;648451A 20181;A ;40;20181;536580;648451
648452;648452B 20181;B ;40;20181;1062344;648452
648453;648453A 20181;A ;0;20181;743194;648453
648455;648455CA20181;CA;0;20181;1016725;648455
648456;648456CB20181;CB;0;20181;1049356;648456
648457;648457CS20181;CS;0;20181;1087517;648457
648458;648458EC20181;EC;7;20181;1073591;648458
648459;648459EA20181;EA;0;20181;1055674;648459
648460;648460MU20181;MU;0;20181;151815;648460
648461;648461GI20181;GI;7;20181;1080849;648461
648462;648462GB20181;GB;0;20181;137596;648462
648463;648463GE20181;GE;0;20181;731811;648463
648464;648464MA20181;MA;0;20181;988740;648464
648465;648465MZ20181;MZ;5;20181;743429;648465
648466;648466QB20181;QB;0;20181;1071653;648466
648467;648467EB20181;EB;0;20181;1051318;648467
648468;648468A 20181;A ;50;20181;1107666;648468
648469;648469B 20181;B ;50;20181;1036904;648469
648470;648470A 20181;A ;0;20181;1105051;648470
648471;648471A 20181;A ;22;20181;1101901;648471
648472;648472A 20181;A ;50;20181;1045806;648472
648473;648473B 20181;B ;50;20181;1042874;648473
648474;648474A 20181;A ;45;20181;1048082;648474
648475;648475A 20181;A ;48;20181;1098446;648475
648476;648476A 20181;A ;45;20181;1048970;648476
648477;648477H 20181;H ;0;20181;995533;648477
648478;648478C 20181;C ;0;20181;1095366;648478
648479;648479F 20181;F ;0;20181;1025911;648479
648480;648480G 20181;G ;0;20181;951374;648480
648481;648481D 20181;D ;0;20181;987026;648481
648482;648482E 20181;E ;0;20181;1044524;648482
648483;648483A 20181;A ;0;20181;1014366;648483
648484;648484B 20181;B ;0;20181;1030566;648484
648485;648485C 20181;C ;0;20181;991091;648485
648486;648486E 20181;E ;0;20181;943487;648486
648487;648487B 20181;B ;0;20181;1071653;648487
648488;648488F 20181;F ;0;20181;22381;648488
648489;648489A 20181;A ;0;20181;1070550;648489
648490;648490A 20181;A ;200;20181;1009842;648490
648491;648491A 20181;A ;40;20181;1054724;648491
648492;648492A 20181;A ;50;20181;1102214;648492
648493;648493C 20181;C ;60;20181;1062832;648493
648494;648494A 20181;A ;24;20181;711748;648494
648495;648495A 20181;A ;120;20181;1044630;648495
648496;648496M 20181;M ;64;20181;1102028;648496
648497;648497D 20181;D ;70;20181;1104551;648497
648498;648498I 20181;I ;56;20181;1102028;648498
648499;648499A 20181;A ;50;20181;1052071;648499
648500;648500C 20181;C ;50;20181;1052071;648500
648501;648501B 20181;B ;26;20181;1063928;648501
648502;648502C 20181;C ;40;20181;1044885;648502
648503;648503F 20181;F ;40;20181;148237;648503
648504;648504E 20181;E ;40;20181;1046080;648504
648505;648505B 20181;B ;40;20181;1044885;648505
648506;648506D 20181;D ;40;20181;148237;648506
648507;648507A 20181;A ;60;20181;145106;648507
648508;648508B 20181;B ;60;20181;1020137;648508
648509;648509A 20181;A ;30;20181;1095927;648509
648510;648510A 20181;A ;40;20181;141283;648510
648511;648511B 20181;B ;0;20181;1044401;648511
648512;648512A 20181;A ;60;20181;1078127;648512
648513;648513B 20181;B ;60;20181;1078127;648513
648514;648514A 20181;A ;36;20181;987115;648514
648515;648515A 20181;A ;20;20181;716847;648515
648516;648516B 20181;B ;20;20181;1107330;648516
648517;648517A 20181;A ;50;20181;54909;648517
648518;648518B 20181;B ;50;20181;54909;648518
648519;648519C 20181;C ;50;20181;54909;648519
648520;648520D 20181;D ;50;20181;54909;648520
648521;648521A 20181;A ;12;20181;1042521;648521
648522;648522B 20181;B ;12;20181;1042521;648522
648523;648523C 20181;C ;12;20181;1042521;648523
648524;648524A 20181;A ;40;20181;151696;648524
648525;648525B 20181;B ;40;20181;995029;648525
648526;648526A 20181;A ;36;20181;1093932;648526
648546;648546A 20181;A ;25;20181;839302;648546
648557;648557A 20181;A ;75;20181;1059157;648557
648558;648558A 20181;A ;40;20181;1034995;648558
648559;648559A 20181;A ;40;20181;1054988;648559
648563;648563I 20181;I ;0;20181;744778;648563
648564;648564A 20181;A ;20;20181;152587;648564
648565;648565B 20181;B ;20;20181;152587;648565
648566;648566A 20181;A ;20;20181;1068717;648566
648567;648567B 20181;B ;20;20181;1038176;648567
648568;648568A 20181;A ;40;20181;1027417;648568
648569;648569A 20181;A ;15;20181;11801;648569
648571;648571D 20181;D ;50;20181;54909;648571
648572;648572A 20181;A ;12;20181;1057782;648572
648573;648573B 20181;B ;12;20181;1059505;648573
648574;648574C 20181;C ;12;20181;1064011;648574
648575;648575M 20181;M ;0;20181;1053795;648575
648576;648576B 20181;B ;0;20181;1044401;648576
648577;648577A 20181;A ;60;20181;1035797;648577
648578;648578A 20181;A ;20;20181;986551;648578
648579;648579B 20181;B ;20;20181;986551;648579
648580;648580C 20181;C ;20;20181;1095315;648580
648581;648581D 20181;D ;20;20181;1095315;648581
648582;648582A 20181;A ;0;20181;1039504;648582
648583;648583B 20181;B ;0;20181;126365;648583
648584;648584A 20181;A ;0;20181;151785;648584
648585;648585A 20181;A ;10;20181;1057308;648585
648586;648586B 20181;B ;10;20181;1055950;648586
648587;648587A 20181;A ;40;20181;1041860;648587
648588;648588A 20181;A ;50;20181;736384;648588
648589;648589B 20181;B ;25;20181;1036122;648589
648590;648590A 20181;A ;0;20181;994111;648590
648591;648591BA20181;BA;0;20181;1038052;648591
648592;648592HA20181;HA;0;20181;1023713;648592
648593;648593A 20181;A ;0;20181;1017128;648593
648594;648594B 20181;B ;0;20181;1037358;648594
648595;648595B 20181;B ;50;20181;1088203;648595
648596;648596C 20181;C ;40;20181;1098802;648596
648597;648597D 20181;D ;40;20181;1062891;648597
648598;648598A 20181;A ;25;20181;131644;648598
648599;648599E 20181;E ;40;20181;1023152;648599
648600;648600B 20181;B ;40;20181;1062891;648600
648601;648601F 20181;F ;25;20181;1062891;648601
648602;648602A 20181;A ;45;20181;1064134;648602
648603;648603A 20181;A ;0;20181;887013;648603
648604;648604I 20181;I ;0;20181;148181;648604
648605;648605P 20181;P ;0;20181;1029720;648605
648606;648606G 20181;G ;0;20181;1067605;648606
648607;648607N 20181;N ;0;20181;1097555;648607
648608;648608M 20181;M ;0;20181;1099272;648608
648609;648609D 20181;D ;0;20181;137651;648609
648610;648610Z 20181;Z ;0;20181;1074423;648610
648611;648611AC20181;AC;0;20181;1102184;648611
648612;648612AG20181;AG;0;20181;1044966;648612
648613;648613T 20181;T ;0;20181;1097822;648613
648614;648614F 20181;F ;0;20181;122203;648614
648615;648615U 20181;U ;0;20181;1098772;648615
648616;648616X 20181;X ;0;20181;1029312;648616
648617;648617C 20181;C ;0;20181;1040171;648617
648618;648618E 20181;E ;0;20181;1086324;648618
648619;648619L 20181;L ;0;20181;1049186;648619
648620;648620V 20181;V ;0;20181;1049135;648620
648621;648621B 20181;B ;0;20181;137634;648621
648622;648622J 20181;J ;0;20181;201979;648622
648623;648623S 20181;S ;0;20181;1097881;648623
648624;648624K 20181;K ;0;20181;152510;648624
648625;648625Q 20181;Q ;0;20181;1048767;648625
648626;648626A 20181;A ;0;20181;1025058;648626
648646;648646A 20181;A ;30;20181;1083571;648646
648647;648647A 20181;A ;60;20181;1078127;648647
648648;648648B 20181;B ;60;20181;1078127;648648
648649;648649A 20181;A ;50;20181;54909;648649
648650;648650B 20181;B ;50;20181;54909;648650
648651;648651C 20181;C ;50;20181;54909;648651
648652;648652D 20181;D ;50;20181;54909;648652
648653;648653O 20181;O ;50;20181;54909;648653
648654;648654P 20181;P ;50;20181;54909;648654
648655;648655Q 20181;Q ;50;20181;54909;648655
648656;648656R 20181;R ;50;20181;54909;648656
648657;648657S 20181;S ;50;20181;54909;648657
648658;648658T 20181;T ;50;20181;54909;648658
648659;648659A 20181;A ;45;20181;1097539;648659
648660;648660C 20181;C ;60;20181;149934;648660
648661;648661A 20181;A ;35;20181;1095731;648661
648662;648662D 20181;D ;40;20181;786209;648662
648663;648663A 20181;A ;20;20181;504211;648663
648664;648664A 20181;A ;40;20181;1097369;648664
648665;648665E 20181;E ;40;20181;1067800;648665
648666;648666A 20181;A ;40;20181;1054791;648666
648667;648667B 20181;B ;40;20181;149667;648667
648668;648668C 20181;C ;40;20181;1056662;648668
648669;648669A 20181;A ;40;20181;1083686;648669
648670;648670B 20181;B ;40;20181;1083686;648670
648671;648671A 20181;A ;40;20181;1088289;648671
648672;648672B 20181;B ;40;20181;1045008;648672
648673;648673A 20181;A ;25;20181;1019872;648673
648675;648675A 20181;A ;60;20181;1013246;648675
648676;648676E 20181;E ;0;20181;148695;648676
648677;648677NN20181;NN;0;20181;131032;648677
648678;648678FF20181;FF;0;20181;54909;648678
648679;648679Y 20181;Y ;0;20181;1055569;648679
648680;648680Z 20181;Z ;0;20181;1083988;648680
648681;648681A 20181;A ;40;20181;1018370;648681
648683;648683TT20181;TT;10;20181;1001531;648683
648684;648684C 20181;C ;40;20181;1037773;648684
648685;648685D 20181;D ;0;20181;1080911;648685
648686;648686B 20181;B ;0;20181;1093967;648686
648687;648687C 20181;C ;0;20181;1093533;648687
648688;648688J 20181;J ;0;20181;1073591;648688
648689;648689K 20181;K ;0;20181;1070398;648689
648690;648690E 20181;E ;40;20181;1105043;648690
648691;648691A 20181;A ;32;20181;987956;648691
648692;648692A 20181;A ;0;20181;954632;648692
648693;648693A 20181;A ;20;20181;1073516;648693
648694;648694A 20181;A ;50;20181;1102508;648694
648695;648695B 20181;B ;30;20181;1036254;648695
648696;648696A 20181;A ;30;20181;131881;648696
648697;648697A 20181;A ;40;20181;1062891;648697
648698;648698B 20181;B ;40;20181;152196;648698
648699;648699A 20181;A ;40;20181;1037773;648699
648700;648700A 20181;A ;50;20181;122009;648700
648701;648701A 20181;A ;40;20181;992011;648701
648702;648702B 20181;B ;40;20181;1091832;648702
648703;648703A 20181;A ;50;20181;1036084;648703
648704;648704A 20181;A ;50;20181;1102508;648704
648705;648705A 20181;A ;43;20181;1098748;648705
648706;648706B 20181;B ;35;20181;1098748;648706
648707;648707A 20181;A ;40;20181;785971;648707
648709;648709A 20181;A ;40;20181;1014714;648709
