nome_departamento;sigla_departamento;cod_faculdade;cod_materia;periodo_disciplina;prioridade;cod_fluxo
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;201464;5;35;1236201464
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;203459;6;36;1236203459
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;203467;6;37;1236203467
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;203475;6;38;1236203475
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;203483;6;39;1236203483
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;203530;6;40;1236203530
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;203637;6;41;1236203637
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;103870;7;42;1236103870
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;170691;7;43;1236170691
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;179451;7;44;1236179451
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;206032;7;45;1236206032
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;209015;7;46;1236209015
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;208566;8;47;1236208566
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;208817;8;48;1236208817
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;208825;8;49;1236208825
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;209201;9;50;1236209201
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;209210;9;51;1236209210
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;209228;10;52;1236209228
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;209236;10;53;1236209236
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170879;1;1;1244170879
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170861;1;2;1244170861
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170895;1;4;1244170895
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170976;1;5;1244170976
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170950;1;6;1244170950
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;179906;1;7;1244179906
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170887;2;8;1244170887
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170917;2;9;1244170917
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170984;2;10;1244170984
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;171000;2;11;1244171000
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;208442;2;12;1244208442
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;179825;2;13;1244179825
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180424;2;14;1244180424
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180432;3;15;1244180432
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180475;3;16;1244180475
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180491;3;17;1244180491
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180521;3;18;1244180521
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180530;3;19;1244180530
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180793;3;21;1244180793
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180912;4;22;1244180912
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180653;4;23;1244180653
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180726;4;24;1244180726
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180807;4;25;1244180807
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180661;4;26;1244180661
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180688;4;27;1244180688
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;170992;4;28;1244170992
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180939;5;29;1244180939
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;200841;5;30;1244200841
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;181382;5;31;1244181382
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180670;5;32;1244180670
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180696;5;33;1244180696
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;203408;6;34;1244203408
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;203416;6;35;1244203416
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;203424;6;36;1244203424
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;203432;6;37;1244203432
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180599;6;38;1244180599
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;205346;7;39;1244205346
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;205362;7;40;1244205362
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;205354;7;41;1244205354
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;207501;8;42;1244207501
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;180874;8;43;1244180874
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;207772;8;44;1244207772
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;208060;8;44;1244208060
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;100439;9;49;1244100439
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;102555;10;50;1244102555
UnB - Faculdade da Ceilândia                      ;FCE         ;1244;102563;10;51;1244102563
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170879;1;1;1252170879
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180483;1;2;1252180483
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170861;1;3;1252170861
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170895;1;4;1252170895
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170887;1;5;1252170887
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170976;1;6;1252170976
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170909;1;7;1252170909
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170984;2;8;1252170984
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;171000;2;9;1252171000
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;179825;2;10;1252179825
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;179922;2;11;1252179922
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180432;2;12;1252180432
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180491;2;13;1252180491
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170992;3;14;1252170992
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180521;3;15;1252180521
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180424;3;16;1252180424
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180459;3;17;1252180459
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180726;3;18;1252180726
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180947;4;19;1252180947
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;174157;4;20;1252174157
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180793;4;22;1252180793
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181382;4;23;1252181382
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180599;5;24;1252180599
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;170917;5;25;1252170917
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181391;5;26;1252181391
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181439;5;27;1252181439
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181447;5;28;1252181447
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181455;5;29;1252181455
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181579;5;30;1252181579
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181463;6;31;1252181463
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181471;6;32;1252181471
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181480;6;33;1252181480
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181498;6;34;1252181498
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181587;6;35;1252181587
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;180874;6;36;1252180874
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181510;7;37;1252181510
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181528;7;38;1252181528
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181536;7;39;1252181536
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181544;7;40;1252181544
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181595;7;41;1252181595
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181374;7;42;1252181374
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181552;7;43;1252181552
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;103934;8;44;1252103934
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181561;8;45;1252181561
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181749;8;46;1252181749
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;103942;9;47;1252103942
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;181927;10;48;1252181927
UnB - Faculdade da Ceilândia                      ;FCE         ;1252;103951;10;49;1252103951
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;170976;1;1;1261170976
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;170879;1;2;1261170879
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;170861;1;3;1261170861
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;170895;1;4;1261170895
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;170887;1;5;1261170887
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;179914;1;7;1261179914
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180483;1;14;1261180483
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;170984;2;8;1261170984
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;171000;2;9;1261171000
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;179825;2;10;1261179825
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;170992;2;12;1261170992
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180424;2;15;1261180424
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180467;2;16;1261180467
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;170917;3;6;1261170917
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180491;3;17;1261180491
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180505;3;18;1261180505
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180521;3;19;1261180521
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180599;3;20;1261180599
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180793;3;22;1261180793
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180637;3;23;1261180637
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180874;4;21;1261180874
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180726;4;22;1261180726
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180831;4;24;1261180831
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180823;4;25;1261180823
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180840;4;26;1261180840
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180858;4;27;1261180858
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;180866;4;28;1261180866
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;181374;5;29;1261181374
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;201162;5;30;1261201162
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;201171;5;31;1261201171
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;201189;5;32;1261201189
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;201197;5;33;1261201197
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;201201;5;34;1261201201
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;203017;6;35;1261203017
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;203033;6;36;1261203033
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;203041;6;37;1261203041
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;203050;6;38;1261203050
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;203068;6;39;1261203068
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;203076;6;40;1261203076
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;201952;6;43;1261201952
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;205371;7;41;1261205371
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;205389;7;42;1261205389
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;207292;8;45;1261207292
UnB - Faculdade da Ceilândia                      ;FCE         ;1261;207284;8;46;1261207284
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;170861;1;1;1279170861
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;170879;1;2;1279170879
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;170887;1;3;1279170887
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;170895;1;4;1279170895
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;180483;1;5;1279180483
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;201944;1;6;1279201944
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;101184;2;7;1279101184
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;170976;2;8;1279170976
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;170984;2;9;1279170984
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;170992;2;10;1279170992
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;171000;2;11;1279171000
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;179825;2;12;1279179825
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;180548;2;13;1279180548
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;180491;3;14;1279180491
UnB - Faculdade da Ceilândia                      ;FCE         ;1279;180521;3;15;1279180521
